days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
481,0.0,24205742.0,123392.858,23960550.374000013,0.0,758250.0,4606.142,749037.8870000003,1524106.0,80680046.0,76153252.0,1524106.0,54412284.0,76153252.0,26267623.0,26267624.0,239.0,241.0,0.0006098410119531159,-0.1383178600440989,8767.0,456.0,1366.0,3799.0
482,0.0,24205742.0,123392.858,24083943.232000016,0.0,758250.0,4606.142,753644.0290000002,1407263.0,82286330.0,77560515.0,1407263.0,55268268.0,77560515.0,27017918.0,27017919.0,246.0,248.0,0.0006069397702216548,-0.12940060345828014,8768.0,456.0,1334.0,3807.0
483,0.0,24205742.0,123392.858,24207336.090000007,0.0,758250.0,4606.142,758250.1710000004,1384296.0,82827744.0,78944811.0,1384296.0,55592916.0,78944811.0,27234684.0,27234685.0,246.0,248.0,0.000604618776836486,-0.12940060345828014,8760.0,456.0,1309.0,3692.0
484,844996.0,25050738.0,120713.714,24328049.804000013,31809.0,790059.0,4544.142,762794.3130000003,1394587.0,83162479.0,80339398.0,1394587.0,55805569.0,80339398.0,27356766.0,27356767.0,246.0,248.0,0.0006051990251827781,-0.13122084252059882,8743.0,456.0,1312.0,3628.0
485,0.0,25050738.0,120713.714,24448763.518000007,0.0,790059.0,4544.142,767338.4550000003,1367883.0,84559623.0,81707281.0,1367883.0,56588490.0,81707281.0,27970986.0,28064820.0,257.0,259.0,0.0006046187768364859,-0.13122084252059882,8783.0,456.0,1317.0,3560.0
486,0.0,25050738.0,120713.714,24569477.232000012,0.0,790059.0,4544.142,771882.5970000002,1311769.0,86082884.0,83019050.0,1311769.0,57458874.0,83019050.0,28623862.0,28811529.0,264.0,266.0,0.0006040385284901938,-0.13122084252059882,8746.0,456.0,1319.0,3506.0
487,0.0,25050738.0,120713.714,24690190.94600001,0.0,790059.0,4544.142,776426.7390000004,1309838.0,87601666.0,84328888.0,1309838.0,58406760.0,84328888.0,29194752.0,29476308.666666668,278.0,280.0,0.0006051990251827782,-0.13122084252059882,8656.0,456.0,1253.0,3486.0
488,0.0,25050738.0,120713.714,24810904.66000001,0.0,790059.0,4544.142,780970.8810000004,1318904.0,89205644.0,85647792.0,1318904.0,59557488.0,85647792.0,29647999.0,30023445.333333332,287.0,289.0,0.0006098410119531159,-0.13122084252059882,8541.0,456.0,1246.0,3439.0
489,0.0,25050738.0,120713.714,24931618.37400001,0.0,790059.0,4544.142,785515.0230000002,1332076.0,91605276.0,86979868.0,1332076.0,61004845.0,86979868.0,30600272.0,30603198.263157893,295.0,297.0,0.0006104212602994081,-0.13122084252059882,8498.0,456.0,1210.0,3384.0
490,0.0,25050738.0,120713.714,25052332.088000003,0.0,790059.0,4544.142,790059.1650000004,1350907.0,92147879.0,88330775.0,1350907.0,61387100.0,88330775.0,30760620.0,30835048.192982458,295.0,297.0,0.0006133225020308693,-0.13122084252059882,8523.0,889.0,1196.0,3364.0
491,821699.0,25872437.0,117385.573,25169717.66100001,28965.0,819024.0,4137.857,794197.0220000003,1347257.0,92327027.0,89678032.0,1347257.0,61508504.0,89678032.0,30818362.0,30964368.789473683,299.0,301.0,0.0006139027503771614,-0.13208483230822796,8546.0,1070.0,1181.0,3289.0
